image,n_true,n_pred,pixel_iou,pixel_dice,precision,recall,f1,mean_matched_iou,tp,fp,fn,infer_ms
IXMtest_B19_s7_w1E43B84DB-39E2-4BFB-8CB4-554B32098C75.tif,90,90,0.9574187010260772,0.978246197938335,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9504736869097272,87,3,3,719.5029258728027
IXMtest_B20_s2_w159B9FE71-035A-4DED-B0CA-C76916C968BC.tif,87,87,0.9670331537716451,0.983240319988942,0.9770114942528736,0.9770114942528736,0.9770114942528736,0.9491893265877726,85,2,2,707.1483135223389
IXMtest_B21_s3_w141E785B1-44FE-4ED0-9CCE-6FF076EFE9FE.tif,188,186,0.9337428056008934,0.9657362942956016,0.989247311827957,0.9787234042553191,0.983957219251337,0.911636888843064,184,2,4,715.9779071807861
IXMtest_B21_s4_w1521471E0-9BD7-492A-8739-9C782C2585B0.tif,105,105,0.9385837620743738,0.9683190176627148,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9197504016045113,102,3,3,707.3442935943604
IXMtest_B21_s7_w1276972A2-1794-4A98-8E76-876A597C346B.tif,108,108,0.9445691233770704,0.9714945198108131,0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9313171098478799,107,1,1,727.9655933380127
IXMtest_B22_s6_w19397283D-2426-4942-8A0F-EB75E1D48C2D.tif,76,71,0.9570315843533339,0.9780440867739678,0.9859154929577465,0.9210526315789473,0.9523809523809524,0.938172774378594,70,1,6,712.7220630645752
IXMtest_B22_s8_w10754C18F-B059-47B4-A423-FF429B984D80.tif,74,72,0.9336077472941436,0.9656640532192919,1.0,0.972972972972973,0.9863013698630138,0.9219144014985198,72,0,2,708.7969779968262
IXMtest_B23_s1_w152C21D3B-75A9-4FF9-839A-23E6CE19AEEC.tif,81,73,0.947204081632653,0.9728862943204805,0.9863013698630136,0.8888888888888888,0.935064935064935,0.9194829029372674,72,1,9,714.3504619598389
IXMtest_B24_s9_w18C4FE0DD-12CA-4711-9722-3E3105D1E691.tif,42,39,0.9401866863178581,0.9691713616509464,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9085777157118743,38,1,4,708.7612152099609
IXMtest_C02_s4_w1661FF37C-AB9B-4038-BDF3-D21DFD2811BE.tif,48,41,0.9625796509932948,0.9809330800980403,0.975609756097561,0.8333333333333334,0.8988764044943819,0.9259444197550849,40,1,8,718.0819511413574
IXMtest_C05_s7_w1F71963FB-8F29-41CB-A5F5-07CB9584BBC5.tif,139,136,0.9601999444598722,0.9796959204837165,1.0,0.9784172661870504,0.989090909090909,0.9475945755537434,136,0,3,715.7466411590576
IXMtest_C07_s5_w12C9F2926-A017-4962-8660-72C9C20C86E4.tif,150,147,0.932095434485151,0.9648544454363644,0.9931972789115646,0.9733333333333334,0.9831649831649831,0.9214684074950455,146,1,4,719.5754051208496
IXMtest_C09_s7_w1768A3B0D-47FE-4D77-B1C6-46018E29486F.tif,160,161,0.9261189005649387,0.9616425032673779,0.9813664596273292,0.9875,0.9844236760124611,0.9101903801153673,158,3,2,712.5859260559082
IXMtest_C14_s8_w1612E3D43-FA7E-4FFB-BE53-F34A3A0CAFCD.tif,133,131,0.9518560942540558,0.9753342954495099,0.9923664122137404,0.9774436090225563,0.9848484848484848,0.938692742506578,130,1,3,720.0665473937988
IXMtest_C18_s1_w11C16FC59-2E29-496A-803A-89581FDF538A.tif,133,133,0.9491714194795976,0.9739229808048525,0.9699248120300752,0.9699248120300752,0.9699248120300752,0.9380531211468601,129,4,4,718.3935642242432
IXMtest_C19_s4_w1AD3DC23E-B9B5-46E9-9716-26096C672A13.tif,123,122,0.9455806392406723,0.9720292442976989,0.9672131147540983,0.959349593495935,0.9632653061224489,0.9215515362642903,118,4,5,714.160680770874
